# RELIQUARY — Kartentexte Chinesisch (vereinfacht)
# Blöcke: "## Englischer Name" als Schlüssel, dann n/s/lN/tN.
# Archetype-Namen (verbindlich): Apocrypha=伪典 Archfiend=狱魔 Barrierstruck=障壁
# Deathpoem=挽诗 Deckay=朽库 Dragon Shrine=龙祠 Failsafe=保险 Fethaerbreese=羽风
# Forgeheart=锻心 Gaslight=惑光 Genostitched=缝生 Gravemaw=墓喉 Heavenly=天界
# Hexweaver=咒织 Kindlekin=薪火 Lightless=无光 Lyria=莉里亚 Manacle=铁镣
# Mechination=机谋 Mimicrypt=拟墓 Paperbound=纸缚 Powderkeg=药桶 Redactor=涂墨
# Sacrilegion=渎圣军 Sleightwind=巧风 Slowburn=慢燃 Snugglet=偎偎兽 Tidebound=缚潮
# Trapline=陷线 Wyldpack=野群
## Abyss Titan
t1 支付2魔力：从你的至多2张卡上各移去1个。
## Chimekeep Pendulum
n 钟楼卫·钟摆
l0 保持节拍
t0 1回合1次——支付1魔力：从你的1张卡上移去1个时刻指示物。
## Chimekeep Escapement
n 钟楼卫·擒纵器
l0 精准释放
t0 最后1个时刻指示物被移去时：从卡组把1张「钟楼卫」卡加入手牌；然后抽1张卡。之后破坏这张卡。
l1 扣住发条
t1 1回合1次——支付1魔力：从这张卡上移去1个时刻指示物。
## Chimekeep Curfew Bell
n 钟楼卫·宵禁钟
l0 都回家去
t0 最后1个时刻指示物被移去时：把对手控制的至多2张卡返回手牌。之后破坏这张卡。
l1 提前鸣钟
t1 1回合1次——支付2魔力：额外移去1个时刻指示物。
## Chimekeep Overwind
n 钟楼卫：上弦过度
l0 上弦过度
t0 支付1魔力：从你的1张卡上移去1个时刻指示物。
l1 磨坏齿轮
t1 改为支付3魔力：从你的至多2张卡上各移去1个。
## Chimekeep Chime In
n 钟楼卫：应声加入
l0 应声加入
t0 支付2魔力。若你的卡本回合敲响过零点：抽2张卡。
l1 一同敲响
t1 改为支付3魔力：……且你控制的1只怪兽直到回合结束上升500攻击力。
## Chimekeep Night Round
n 钟楼卫·夜间巡更
l0 巡更路上有伴
t0 最后1个时刻指示物被移去时：从你的墓地特殊召唤1只「钟楼卫」怪兽；它本回合不能攻击。
## Chimekeep, Quarter Past Doom
n 钟楼卫·劫数一刻钟后
s 你控制着带有时刻指示物的卡——支付2魔力。
l0 一刻钟的钟声
t0 最后1个时刻指示物被移去时：这张卡永久上升800攻击力，且这个战斗阶段可以攻击两次。
## Chimekeep, the Midnight Carillon
n 钟楼卫·午夜排钟
s 你控制着2张以上带有时刻指示物的卡——支付3魔力。
l0 午夜，齐鸣
t0 这张卡被召唤时：你的全部带有时刻指示物的卡立即敲响（所有指示物归0；其效果按场上顺序发动）。
## Crossroads Peddler
n 十字路口的货郎
l0 要么买要么走
t0 此卡被召唤时，对手必须选择：你抽1张卡 — 或此卡获得700攻击力与贯穿直到回合结束。
l1 强买强卖
t1 改为支付2法力 — 交易加码：你抽2张 — 或700攻击力、贯穿外加1次额外攻击。
## The Long Detour
n 漫长的绕路
l0 风景线
t0 若对手本回合攻击过，支付2法力：将其控制的1只怪兽返回持有者手牌。
## Final Offer
n 最终报价
l0 签字或受苦
t0 支付5法力。指定对手的一只怪兽 — 由他决定：将它送入墓地，或由你获得控制权直到回合结束。
l1 无情条款
t1 改为支付7法力 — 两条路都更狠：他将它除外，或你获得控制权且它本回合获得400攻击力。
## Cellar Lurker
n 地窖潜伏者
l0 自黑暗中现身
t0 对手怪兽宣言攻击时：你可以将此卡从手牌以守备表示特殊召唤。
l1 被地窖吞没
t1 对手怪兽攻击时支付2法力：那次攻击被取消。
## Widow's Ledger
n 寡妇的账簿
l0 每个名字都被记下
t0 每当你的怪兽在对手回合被破坏：破坏它的怪兽永久失去400攻击力。
l1 账簿合上
t1 若你的怪兽本回合被破坏过，支付3法力并将此神器送入墓地：从你的墓地以守备表示特殊召唤1只怪兽。
## Trapdoor Stage
n 暗门舞台
l0 穿过地板
t0 每回合1次，当对手特殊召唤怪兽时：将其翻转为背面表示。
l1 锁在下面
t1 改为支付2法力：它直到你的下个回合还不能变更表示形式。
## Second Guess
n 临阵改意
l0 不是他——是他！
t0 对手怪兽攻击时支付2法力：将攻击目标改为你的另一只怪兽。
l1 早有防备
t1 改为支付4法力：新目标还获得500守备力直到回合结束。
## Doomsday Bell
n 末日之钟
l0 丧钟为谁而鸣
t0 此卡的倒计时归零时：将场上所有怪兽送入墓地，然后此卡也送去。
l1 提前敲响
t1 支付1法力：从此卡上移去1个时刻指示物。
## Sand in the Gears
n 齿轮里的沙
l0 拖延时刻
t0 支付1法力：在场上任意卡上放置2个时刻指示物。
l1 催促时刻
t1 改为支付2法力：从场上任意卡上移去1个时刻指示物。
## Borrowed Hourglass
n 借来的沙漏
l0 沙尽之时
t0 此卡的倒计时归零时：抽2张卡，此卡永久获得800攻击力。它留在场上。
l1 翻转过来
t1 支付2法力：将此卡的倒计时重置为2个时刻指示物。
## Gravedigger's Dispute
n 掘墓人之争
l0 这是谁的坟
t0 支付2法力：交换双方墓地最上面的卡。
l1 马上再挖出来
t1 改为支付4法力：然后将你墓地新的最上面的怪兽以守备表示特殊召唤。
## Seance Circle
n 降灵之环
l0 手牵起来
t0 支付4法力：从对手墓地特殊召唤1只怪兽到你的场上。它离场时将其除外。
l1 不安之灵
t1 改为支付6法力：本回合它可以攻击两次。
## Unfinished Business
n 未竟之事
l0 还没有结束
t0 此卡在你的墓地期间：将它置于你墓地顶端。
l1 料理后事
t1 此卡被召唤时：可以将你墓地的1只怪兽置于墓地顶端。
l2 最后一趟差事
t2 此卡是你墓地顶端的卡期间，支付2法力：将它以守备表示特殊召唤。
## Masquerade Ball
n 假面舞会
l0 戴上面具
t0 支付5法力：将场上所有正面表示的怪兽翻转为背面表示。
l1 主人素颜出席
t1 改为支付7法力：……但你控制的1只怪兽除外。
## Eminent Domain
n 强制征收
l0 公共工程
t0 支付1法力并封印你的1个空怪兽区域：抽2张卡。
l1 圈地
t1 改为支付2法力：封印对手的1个空怪兽区域并抽1张卡。
## The Unwelcome Guest
n 不速之客
l0 收房租
t0 此卡赖在对手场上期间，支付2法力：本回合你获得2法力。
## Card Sharp
n 老千
l0 报出那张牌
t0 此卡被召唤时：宣言怪兽、法术或神器，然后翻开你牌库顶的卡。猜中则加入手牌；否则送入墓地。
l1 加倍下注
t1 改为支付2法力：翻开顶端2张 — 猜中的入手，其余入墓。
## Peephole
n 窥视孔
l0 隔墙一瞥
t0 支付1法力：查看对手手牌 — 可以将其中1张法术洗回他的牌库。
l1 更宽的缝
t1 改为支付2法力：可以改洗回任意种类的1张卡。
## Insurance Policy
n 保险单
l0 个人保障
t0 支付2法力：选择你控制的一只怪兽 — 本场决斗中它下一次将被破坏时，不被破坏。
## Silver-Tongued Creditor
n 巧舌债主
l0 轻松的条件
t0 此卡被召唤时：本回合获得2法力。你的下个准备阶段：支付2法力，否则将此卡送入墓地。
l1 更大的贷款
t1 改为支付2法力：获得3法力 — 债务变为3。
## Tomorrow's Bread
n 明日的面包
l0 今天先吃
t0 支付1法力：抽2张卡。跳过你的下一次通常抽卡。
l1 今天摆宴
t1 改为支付3法力：抽3张卡。跳过你的下一次通常抽卡。
## Scrap Broker
n 废品商
l0 万物皆有价
t0 每回合1次，将你控制的另一个神器送入墓地：抽1张卡。
l1 赎回
t1 支付2法力：将你墓地的1个神器加入手牌。
## Posthumous Prodigy
n 身后神童
l0 选定偶像
t0 支付2法力：将你墓地的任意1只怪兽置于墓地顶端。
## Pirouette Duelist
n 回旋决斗者
l0 领舞
t0 每回合1次：变更场上任意一只怪兽的战斗表示形式。
l1 保持姿势
t1 改为支付1法力：它直到你的下个回合还不能变更表示形式。
## Turnabout Waltz
n 回转圆舞曲
l0 全场旋转
t0 支付2法力：场上所有正面表示的怪兽变更战斗表示形式。
l1 半个舞厅
t1 改为支付4法力：只有你选择的一方旋转。
## Stage Fright
n 怯场
l0 在灯光下僵住
t0 对手召唤怪兽时支付2法力：它变为守备表示且本回合不能变更表示形式。
l1 开幕
t1 支付2法力：将你的1只背面怪兽翻开；它获得400攻击力直到回合结束。
## Exile Broker
n 放逐经纪人
l0 存入阴影
t0 此卡被召唤时：将你牌库顶的卡背面朝上除外。
l1 唤一人归家
t1 支付2法力：将你的1张被除外的卡放回你的墓地。
## Letters from Exile
n 流放地的来信
l0 予人力量的字句
t0 支付1法力并从你的墓地除外2张卡：你的1只怪兽获得600攻击力直到回合结束。
l1 寄往家乡的信
t1 改为支付2法力：被除外的卡将在你的下个准备阶段回到你的墓地。
## The Unforgotten
n 未被遗忘者
l0 步入漫长黑暗
t0 将此卡从手牌除外：再将你牌库顶的卡背面朝上除外。
l1 漫长的归途
t1 若你有3张以上被除外的卡，支付2法力：将此卡从除外状态特殊召唤。
l2 带一个陪葬
t2 支付2法力：将对手墓地顶端的卡除外。
## Straw Army
n 稻草大军
l0 立起田野
t0 支付2法力：以守备表示特殊召唤2个稻草人衍生物（等级1、0/500）。
l1 守住防线
t1 改为支付4法力：3个衍生物 — 且直到你的下个回合，对手的怪兽在可能时必须攻击稻草人。
## Puppet Parade
n 木偶游行
l0 游行继续
t0 每回合1次，当你的怪兽被破坏时：以守备表示特殊召唤1个稻草人衍生物。
l1 今晚有张真脸
t1 支付2法力：你的1只怪兽复制场上任意怪兽的攻守直到回合结束。
## Man of Straw
n 稻草人偶
l0 稻草洒落
t0 此卡被破坏时：以守备表示特殊召唤1个稻草人衍生物。
l1 生来就是柴火
t1 支付1法力并将此卡送入墓地：以守备表示特殊召唤1个稻草人衍生物。
## Cartomancer's Eye
n 纸牌占卜师之眼
l0 读你的命运
t0 每回合1次：查看你牌库顶的卡 — 可以将它置于牌库底。
l1 读他的命运
t1 改为支付1法力：查看对手牌库顶的卡 — 可以将它置于牌库底。
## Stacked Deck
n 做过手脚的牌库
l0 庄家规矩
t0 支付1法力：查看你牌库顶的3张卡，以任意顺序放回。
l1 一张滑到底下
t1 改为支付3法力：然后将你牌库新的顶端卡送入墓地。
## House Dealer
n 赌场发牌手
l0 庄家的赌注
t0 此卡被召唤时：翻开你牌库顶的卡。若是怪兽，此卡永久获得600攻击力。
l1 换新牌靴
t1 支付2法力：双方都将牌库顶的卡置于牌库底。
## Quarry Collapse
n 采石场坍塌
l0 让它塌下来
t0 支付2法力：将你牌库顶的3张卡送入墓地。
l1 从瓦砾中抢救
t1 改为支付4法力：然后将其中1只怪兽置于你墓地顶端。
## Baron of the Undertow
n 回流男爵
l0 拖入水底
t0 此卡被召唤时：对手将牌库顶的2张卡送入墓地。
l1 深层暗流
t1 改为支付2法力：对手送4张。
## Mudlark Scavenger
n 泥滩拾荒者
l0 蹚进水里
t0 此卡被召唤时：将你牌库顶的2张卡送入墓地。
l1 整理潮痕
t1 支付2法力：将你墓地的1只怪兽置于墓地顶端。
## Mirror Usher
n 镜中引座员
l0 亲自领位
t0 此卡被召唤时：复制对手一只怪兽的攻守直到回合结束。
l1 加场演出
t1 改为支付2法力：复制持续到你下个回合开始。
## Borrowed Face
n 借来的脸
l0 镜像对决
t0 对手怪兽攻击时支付2法力：你的1只怪兽复制攻击者的攻守直到回合结束。
l1 更逼真的模样
t1 改为支付3法力：它还获得100攻击力直到回合结束。
## Prompter's Box
n 提词人的箱子
l0 退回幕后
t0 每回合1次：将你控制的1只正面表示怪兽改为背面表示。
l1 登场提示
t1 支付2法力：将你的1只背面怪兽翻开 — 其翻转效果发动。
## Lowball Feint
n 低价虚招
l0 让他小看你
t0 对手怪兽攻击时支付1法力：它失去800攻击力直到回合结束。
l1 站立不稳
t1 改为支付2法力：若它在战斗中幸存，回合结束时变为守备表示。
## Shield Wall Doctrine
n 盾墙教条
l0 刺猬阵
t0 支付2法力：你的所有怪兽变为守备表示，并获得300守备力直到你的下个回合。
## Overextension
n 战线过长
l0 冒进被抓
t0 若对手本回合攻击过，支付2法力：其1只怪兽变为守备表示，且直到他的下个回合结束不能变更表示形式。
l1 全线弯折
t1 改为支付4法力：对手的所有怪兽变为守备表示。
## Prepaid Ritual
n 预付的仪式
l0 提前结清
t0 你本回合的下一张法术少花2法力。
l1 预付的祭品
t1 改为支付1法力：你本回合的下一次通常召唤少需要1只祭品。
## Closing Time
n 打烊时间
l0 后门
t0 支付2法力：召唤宵禁本回合对你不生效 — 此卡留在场上。
## Reliquary: The Open Casket
n 圣髑：敞开的棺木
s 你的墓地有8张以上的卡 — 支付2法力。
l0 布置灵堂
t0 每回合1次：将你墓地的任意1张卡移到墓地顶端。
l1 有人从中起身
t1 支付3法力：从你的墓地以守备表示特殊召唤1只怪兽。
## Reliquary: The Eleventh Hour
n 圣髑：第十一时
s 你控制2张以上带时刻指示物的卡 — 支付3法力。
l0 敲响此刻
t0 支付2法力：你的一个倒计时立即敲响。
## Reliquary: The Hall of Echoes
n 圣髑：回声大厅
s 你有3张以上被除外的卡 — 支付2法力。
l0 充实大厅
t0 每回合1次：从你的墓地除外1张卡。
l1 回声归来
t1 支付3法力：将你的1张被除外的卡放回你的墓地。
## Reliquary: The Last Bow
n 圣髑：最后一鞠躬
s 你控制2只以上背面表示的怪兽 — 支付2法力。
l0 从侧台退场
t0 每回合1次：将你控制的1只正面表示怪兽改为背面表示。
l1 最终揭幕
t1 支付2法力：将你所有背面表示的怪兽翻开。
## Maw of the First Winter
n 初冬之颚
l0 初霜
t0 此卡被召唤时：对手的所有怪兽变为守备表示，且直到对手的下个回合结束不能变更表示形式。
l1 深度冻结
t1 快速·每回合1次 — 支付4法力：选择场上1只怪兽；它永久失去500攻击力。若因此降至0攻击力，将其破坏。
## The Hungering Demon
n 饥饿之魔
l0 第一道菜
t0 此卡被召唤时：将对手牌库顶的3张卡除外；每以此法除外1张卡，此卡永久获得200攻击力。
l1 清空储藏室
t1 快速·每回合1次 — 支付3法力：将你墓地的所有怪兽除外；每以此法除外1张卡，此卡获得100攻击力直到回合结束。
## Colossus of the Broken Gate
n 破碎之门的巨像
## She Who Outlives
n 长存不朽的她
l0 她的祝福
t0 此卡被召唤时：可以选择场上1只怪兽；它不再会被战斗破坏。
l1 步入帷幕之后
t1 快速·每回合1次 — 支付2法力：将此卡除外直到回合结束（回到空区域，无空位则入墓地）；从你的墓地特殊召唤1只攻击力2000以下的光属性怪兽。
l2 再往前一步
t2 改为支付5法力：从你的牌库特殊召唤。
## Avatar of the Thousandth Card
n 第一千张卡的化身
l0 贪婪的代价
t0 快速·每回合1次 — 当对手发动会让其抽卡的效果时支付2法力：使该发动无效并破坏该卡。若那是怪兽，则对对手造成等同其攻击力的伤害。
## Rite of the First Winter
n 初冬仪式
l0 仪式
t0 支付3法力并牺牲“冰霜守卫”：从额外卡组永久召唤“初冬之颚”。
l1 备好容器
t1 支付1法力：从牌库将1张“冰霜守卫”加入手牌。
## Rite of Unending Hunger
n 无尽饥饿仪式
l0 仪式
t0 支付3法力并牺牲“恶魔君主”：从额外卡组永久召唤“饥饿之魔”。
l1 备好容器
t1 支付1法力：从牌库将1张“恶魔君主”加入手牌。
## Rite of the Broken Gate
n 破碎之门仪式
l0 仪式
t0 支付4法力并牺牲“向门宣誓者”：从额外卡组永久召唤“破碎之门的巨像”。
l1 备好容器
t1 支付1法力：从牌库将1张“向门宣誓者”加入手牌。
## Rite of Eternal Life
n 永生仪式
l0 仪式
t0 支付4法力并牺牲“在门外等候的温娜”：从额外卡组永久召唤“长存不朽的她”。
